paper_id,title,authors,venue,year,doi,abstract,citation_count,source,source_url,synthetic
CAND-119,Continuous GNN-Based Anomaly Detection on Edge Using Efficient Adaptive Knowledge Graph Learning,Sanggeon Yun|Ryozo Masukawa|William Youngwoo Chung|Minhyoung Na|Nathaniel D. Bastian|Mohsen Imani,,2025,10.23919/date64628.2025.10993194,,2,scopus_export,https://doi.org/10.23919/date64628.2025.10993194,false
CAND-120,Multimodal Temporal Fusion for Real-Time Video Action Recognition in Smart Surveillance Systems,Haeedir Mohameed|Nagaraju Krishna Chythanya|V. Surekha|Rupesh Sharma|Lalit Sachdeva|N. Thangarasu,,2025,10.1109/icmctc62214.2025.11196175,,0,scopus_export,https://doi.org/10.1109/icmctc62214.2025.11196175,false
CAND-121,Anomaly detection method of surveillance video based on global-local information,Yuwei Wu|Haifeng Sang|Fei Li,Knowledge-Based Systems,2025,10.1016/j.knosys.2025.113530,,11,scopus_export,https://doi.org/10.1016/j.knosys.2025.113530,false
CAND-122,Integrating digital twin and large language models for advanced tower crane monitoring,Zeyin Su,,2025,10.1109/eeice65049.2025.11033896,,1,scopus_export,https://doi.org/10.1109/eeice65049.2025.11033896,false
CAND-123,MMVAD: A vision–language model for cross-domain video anomaly detection with contrastive learning and scale-adaptive frame segmentation,Debojyoti Biswas|Jelena Tešić,Expert Systems with Applications,2025,10.1016/j.eswa.2025.127857,,12,scopus_export,https://doi.org/10.1016/j.eswa.2025.127857,false
CAND-124,A Real-Time Anomaly Detection System for Video Surveillance Using DenseNet201,S Suma|Islapuram Lokesh,International Journal of Innovative Research in Information Security,2025,10.26562/ijiris.2025.v1102.13,"Surveillance systems are pivotal for public safety; yet real-time anomaly detection remains a challenging task. Traditional systems rely on human monitoring, which is inefficient for large-scale deployments. This study addresses the critical rational for automated deviationsdetection by developing a system capable of identifying abnormal events in surveillance footage using a DenseNet model. The proposed solution captures live video input, processes it into minute-long segments, and classifies each segment as normal or anomalous. Anomalies include actions like fighting, arson, burglary, and shoplifting, and robbery, explosion, shooting, and stealing. To train the model, video datasets reformatted into frames, ensuring robust learning from diverse scenarios. If an anomaly is detected, the system sends alerts through email, phone calls, or SMS to notify relevant authorities, while normal footage is discarded to optimize storage. Initial outcomes demonstrate significant accuracy in detecting anomalies, emphasizing the DenseNet model's effectiveness. Beyond just reducing dependency on manual monitoring but also minimizes response times in critical situations. By automating the detection and alert mechanisms, the approach ensures enhanced security and efficient resource utilization. To wrap up, this study examines a scalable and efficient framework for real-time anomaly detection in surveillance footage, leveraging state-of-the-art deep learning techniques. Future enhancements will focus on multi-camera input integration and storing anomalous clips for forensic purposes, further advancing the system's applicability.",0,scopus_export,https://doi.org/10.26562/ijiris.2025.v1102.13,false
CAND-125,WSCIF: A Weakly-Supervised Color Intelligence Framework for Tactical Anomaly Detection in Surveillance Keyframes,Meng Wei,arXiv (Cornell University),2025,10.48550/arxiv.2505.09129,"The deployment of traditional deep learning models in high-risk security tasks in an unlabeled, data-non-exploitable video intelligence environment faces significant challenges. In this paper, we propose a lightweight anomaly detection framework based on color features for surveillance video clips in a high sensitivity tactical mission, aiming to quickly identify and interpret potential threat events under resource-constrained and data-sensitive conditions. The method fuses unsupervised KMeans clustering with RGB channel histogram modeling to achieve composite detection of structural anomalies and color mutation signals in key frames. The experiment takes an operation surveillance video occurring in an African country as a research sample, and successfully identifies multiple highly anomalous frames related to high-energy light sources, target presence, and reflective interference under the condition of no access to the original data. The results show that this method can be effectively used for tactical assassination warning, suspicious object screening and environmental drastic change monitoring with strong deployability and tactical interpretation value. The study emphasizes the importance of color features as low semantic battlefield signal carriers, and its battlefield intelligent perception capability will be further extended by combining graph neural networks and temporal modeling in the future.",0,scopus_export,https://doi.org/10.48550/arxiv.2505.09129,false
CAND-126,A Comprehensive Systematic Review of Deep Learning Techniques for Anomaly Detection in Urban Video Surveillance,Asmae Baala|Mostafa Hanoune|Mohssine Bentaib,,2025,10.1109/iraset64571.2025.11008153,,3,scopus_export,https://doi.org/10.1109/iraset64571.2025.11008153,false
CAND-127,TU-DAT: A Computer Vision Dataset on Road Traffic Anomalies,Pavana Pradeep Kumar|Krishna Kant,Sensors,2025,10.3390/s25113259,"This paper introduces TU-DAT, a novel, freely downloadable computer vision dataset for analyzing traffic accidents using roadside cameras. TU-DAT addresses the lack of public datasets for training and evaluating models focused on automatic detection and prediction of road anomalies. It comprises approximately 280 real-world and simulated videos, collected from traffic CCTV footage, news reports, and high-fidelity simulations generated using BeamNG.drive. This hybrid composition captures aggressive driving behaviors-such as tailgating, weaving, and speeding-under diverse environmental conditions. It includes spatiotemporal annotations and structured metadata such as vehicle trajectories, collision types, and road conditions. These features enable robust model training for anomaly detection, spatial reasoning, and vision-language model (VLM) enhancement. TU-DAT has already been utilized in experiments demonstrating improved performance of hybrid deep learning- and logic-based reasoning frameworks, validating its practical utility for real-time traffic monitoring, autonomous vehicle safety, and driver behavior analysis. The dataset serves as a valuable resource for researchers, engineers, and policymakers aiming to develop intelligent transportation systems that proactively reduce road accidents.",9,scopus_export,https://doi.org/10.3390/s25113259,false
CAND-128,Enhancing Generalization in Video Anomaly Detection through Multimodal Data Mixing,Bohdan Ivaniuk-Skulskyi|Nadiya Shvai|Amir Nakib|El‐Ghazali Talbi,,2025,10.1109/ipdpsw66978.2025.00058,,0,scopus_export,https://doi.org/10.1109/ipdpsw66978.2025.00058,false
CAND-129,SmartHome-Bench: A Comprehensive Benchmark for Video Anomaly Detection in Smart Homes Using Multi-Modal Large Language Models,Xinyi Zhao|C. C. Zhang|Pei Guo|Wei Liu|Lin Chen|Chaoyue Zhao|Shuai Huang,,2025,10.1109/cvprw67362.2025.00382,,5,scopus_export,https://doi.org/10.1109/cvprw67362.2025.00382,false
CAND-130,SmartHome-Bench: A Comprehensive Benchmark for Video Anomaly Detection in Smart Homes Using Multi-Modal Large Language Models,Xinyi Zhao|C. C. Zhang|Pei Guo|Wei Liu|Lin Chen|Chaoyue Zhao|Shuai Huang,arXiv (Cornell University),2025,10.48550/arxiv.2506.12992,"Video anomaly detection (VAD) is essential for enhancing safety and security by identifying unusual events across different environments. Existing VAD benchmarks, however, are primarily designed for general-purpose scenarios, neglecting the specific characteristics of smart home applications. To bridge this gap, we introduce SmartHome-Bench, the first comprehensive benchmark specially designed for evaluating VAD in smart home scenarios, focusing on the capabilities of multi-modal large language models (MLLMs). Our newly proposed benchmark consists of 1,203 videos recorded by smart home cameras, organized according to a novel anomaly taxonomy that includes seven categories, such as Wildlife, Senior Care, and Baby Monitoring. Each video is meticulously annotated with anomaly tags, detailed descriptions, and reasoning. We further investigate adaptation methods for MLLMs in VAD, assessing state-of-the-art closed-source and open-source models with various prompting techniques. Results reveal significant limitations in the current models' ability to detect video anomalies accurately. To address these limitations, we introduce the Taxonomy-Driven Reflective LLM Chain (TRLC), a new LLM chaining framework that achieves a notable 11.62% improvement in detection accuracy. The benchmark dataset and code are publicly available at https://github.com/Xinyi-0724/SmartHome-Bench-LLM.",0,scopus_export,https://doi.org/10.48550/arxiv.2506.12992,false
CAND-131,MT-CMVAD: A Multi-Modal Transformer Framework for Cross-Modal Video Anomaly Detection,Hantao Ding|S. Lou|Hairong Ye|Yanbing Chen,Applied Sciences,2025,10.3390/app15126773,"Video anomaly detection (VAD) faces significant challenges in multimodal semantic alignment and long-term temporal modeling within open surveillance scenarios. Existing methods are often plagued by modality discrepancies and fragmented temporal reasoning. To address these issues, we introduce MT-CMVAD, a hierarchically structured Transformer architecture that makes two key technical contributions: (1) A Context-Aware Dynamic Fusion Module that leverages cross-modal attention with learnable gating coefficients to effectively bridge the gap between RGB and optical flow modalities through adaptive feature recalibration, significantly enhancing fusion performance; (2) A Multi-Scale Spatiotemporal Transformer that establishes global-temporal dependencies via dilated attention mechanisms while preserving local spatial semantics through pyramidal feature aggregation. To address the sparse anomaly supervision dilemma, we propose a hybrid learning objective that integrates dual-stream reconstruction loss with prototype-based contrastive discrimination, enabling the joint optimization of pattern restoration and discriminative representation learning. Our extensive experiments on the UCF-Crime, UBI-Fights, and UBnormal datasets demonstrate state-of-the-art performance, achieving AUC scores of 98.9%, 94.7%, and 82.9%, respectively. The explicit spatiotemporal encoding scheme further improves temporal alignment accuracy by 2.4%, contributing to enhanced anomaly localization and overall detection accuracy. Additionally, the proposed framework achieves a 14.3% reduction in FLOPs and demonstrates 18.7% faster convergence during training, highlighting its practical value for real-world deployment. Our optimized window-shift attention mechanism also reduces computational complexity, making MT-CMVAD a robust and efficient solution for safety-critical video understanding tasks.",11,scopus_export,https://doi.org/10.3390/app15126773,false
CAND-132,Weakly-supervised Video Anomaly Detection with Domain Adaptation,Lizhi Pan|Chengtian Song,,2025,10.1109/icecai66283.2025.11171315,,0,scopus_export,https://doi.org/10.1109/icecai66283.2025.11171315,false
CAND-133,Enhancing Performance of Multimodal-Based Anomaly Detection using Early Fusion,YunJin Jang|Namgi Kim|Kyunjyong Chung,,2025,10.1109/icufn65838.2025.11169887,,1,scopus_export,https://doi.org/10.1109/icufn65838.2025.11169887,false
CAND-134,"A Survey on Video Big Data Analytics: Architecture, Technologies, and Open Research Challenges",Thi-Thu-Trang Do|Huỳnh Quyết Thắng|Kyungbaek Kim|Van-Quyet Nguyen,Applied Sciences,2025,10.3390/app15148089,"The exponential growth of video data across domains such as surveillance, transportation, and healthcare has raised critical challenges in scalability, real-time processing, and privacy preservation. While existing studies have addressed individual aspects of Video Big Data Analytics (VBDA), an integrated, up-to-date perspective remains limited. This paper presents a comprehensive survey of system architectures and enabling technologies in VBDA. It categorizes system architectures into four primary types as follows: centralized, cloud-based infrastructures, edge computing, and hybrid cloud–edge. It also analyzes key enabling technologies, including real-time streaming, scalable distributed processing, intelligent AI models, and advanced storage for managing large-scale multimodal video data. In addition, the study provides a functional taxonomy of core video processing tasks, including object detection, anomaly recognition, and semantic retrieval, and maps these tasks to real-world applications. Based on the survey findings, the paper proposes ViMindXAI, a hybrid AI-driven platform that combines edge and cloud orchestration, adaptive storage, and privacy-aware learning to support scalable and trustworthy video analytics. Our analysis in this survey highlights emerging trends such as the shift toward hybrid cloud–edge architectures, the growing importance of explainable AI and federated learning, and the urgent need for secure and efficient video data management. These findings highlight key directions for designing next-generation VBDA platforms that enhance real-time, data-driven decision-making in domains such as public safety, transportation, and healthcare. These platforms facilitate timely insights, rapid response, and regulatory alignment through scalable and explainable analytics. This work provides a robust conceptual foundation for future research on adaptive and efficient decision-support systems in video-intensive environments.",17,scopus_export,https://doi.org/10.3390/app15148089,false
CAND-135,Breakthrough in fine-grained video anomaly detection on highway: New benchmark and model,Chenlin Meng|Xin Wang|Chi Zhang|Zhaoyong Mao|Junge Shen|Zhiyong Cheng,Expert Systems with Applications,2025,10.1016/j.eswa.2025.129127,,2,scopus_export,https://doi.org/10.1016/j.eswa.2025.129127,false
CAND-136,Towards Event-Driven Evaluation of Surveillance Video Understanding Using Natural Language,João Pereira|Vasco Lopes|João C. Neves|David Semedo,Lecture notes in computer science,2025,10.1007/978-3-031-99568-2_4,,0,scopus_export,https://doi.org/10.1007/978-3-031-99568-2_4,false
CAND-137,Learning Scene Context for Anomaly Detection: A Benchmarking Study of Forward Frame Prediction CNN and Vision Language Model-Based Approach,Preet Kanwal|S. S. Shylaja|Niroop Karera|Nischal Kashyap|Poorvi Tambakad|Rishab Gongulur|Prasad B Honnavalli,Signals and communication technology,2025,10.1007/978-3-031-98036-7_4,,0,scopus_export,https://doi.org/10.1007/978-3-031-98036-7_4,false
CAND-138,LTGS-Net: Local Temporal and Global Spatial Network for Weakly Supervised Video Anomaly Detection,Minghao Li|Xiaohan Wang|Haofei Wang|Min Yang,Sensors,2025,10.3390/s25164884,"Video anomaly detection has an important application value in the field of intelligent surveillance; however, due to the problems of sparse anomaly events and expensive labeling, it has made weakly supervised methods a research hotspot. Most of the current methods still adopt the strategy of processing temporal and spatial features independently, which makes it difficult to fully capture their temporal and spatial complex dependencies, affecting the accuracy and robustness of detection. Existing studies predominantly process temporal and spatial information independently, which limits the ability to effectively capture their interdependencies. To address this, we propose the Local Temporal and Global Spatial Network (LTGS) for weakly supervised video anomaly detection. The LTGS architecture incorporates a clip-level temporal feature relation module and a video-level spatial feature module, which collaboratively enhance discriminative representations. Through joint training of these modules, we develop a feature encoder specifically tailored for video anomaly detection. To further refine clip-level annotations and better align them with actual events, we employ a dynamic label updating strategy. These updated labels are utilized to optimize the model and enhance its robustness. Extensive experiments on two widely used public datasets, ShanghaiTech and UCF-Crime, validate the effectiveness of the proposed LTGS method. Experimental results demonstrate that the LTGS achieves an AUC of 96.69% on the ShanghaiTech dataset and 82.33% on the UCF dataset, outperforming various state-of-the-art algorithms in anomaly detection tasks.",2,scopus_export,https://doi.org/10.3390/s25164884,false
CAND-139,Towards Secure Video Surveillance: A Few-Shot Spatiotemporal Perception Transformer for Unseen Behavioral Anomalies,Jamuna S. Murthy|Dhanashekar Kandaswamy|Wen‐Cheng Lai,,2025,10.1109/avss65446.2025.11149904,,1,scopus_export,https://doi.org/10.1109/avss65446.2025.11149904,false
CAND-140,Anomaly Detection in Video Surveillance Using YOLOv8,M. Praveen|Sandeep Sandeep,International Journal for Research in Applied Science and Engineering Technology,2025,10.22214/ijraset.2025.73680,"This paper presents a novel hybrid approach for real-time anomaly detection in video surveillance systems by integrating YOLOv8 object detection with advanced motion-based analysis techniques. The proposed system addresses critical limitations of existing single-modality detection methods through innovative fusion of deep learning and temporal analysis. The architecture incorporates parallel processing pipelines for YOLOv8 detection and optical flow computation, combined with an isolation forest-based anomaly decision framework that leverages historical detection patterns. Experimental evalution on a custom dataset of 5,000 surveillance video clips demonstrates superior performance with 92.3% accuracy, 89.7% precision, 94.1% recall, and 91.8% F1-score, while maintaining real-time processing at 30 FPS. The system significantly outperforms traditional approaches with 15.2% accuracy improvement over YOLO-only methods and 18.7% improvement over motion-only techniques. The proposed hybrid framework provides robust anomaly detection capabilities suitable for practical deployment in security-critical surveillance applications with reduced false positive rates and enhanced temporat consistence.",0,scopus_export,https://doi.org/10.22214/ijraset.2025.73680,false
CAND-141,An Online Modular Framework for Anomaly Detection and Multiclass Classification in Video Surveillance,Jonathan Flores-Monroy|Gibran Benítez-García|Mariko Nakano-Miyatake|Hiroki Takahashi,Applied Sciences,2025,10.3390/app15179249,"Video surveillance systems are a key tool for the identification of anomalous events, but they still rely heavily on human analysis, which limits their efficiency. Current video anomaly detection models aim to automatically detect such events. However, most of them provide only a binary classification (normal or anomalous) and do not identify the specific type of anomaly. Although recent proposals address anomaly classification, they typically require full video analysis, making them unsuitable for online applications. In this work, we propose a modular framework for the joint detection and classification of anomalies, designed to operate on individual clips within continuous video streams. The architecture integrates interchangeable modules (feature extractor, detector, and classifier) and is adaptable to both offline and online scenarios. Specifically, we introduce a multi-category classifier that processes only anomalous clips, enabling efficient clip-level classification. Experiments conducted on the UCF-Crime dataset validate the effectiveness of the framework, achieving 74.77% clip-level accuracy and 58.96% video-level accuracy, surpassing prior approaches and confirming its applicability in real-world surveillance environments.",1,scopus_export,https://doi.org/10.3390/app15179249,false
CAND-142,READ3D-Net: Residual Autoencoder and GAN-Based 3-D Convolutional Network for Anomaly Detection,Yuwu Lu|Yinsheng Liu|Jiajun Wen|Yang Zhang|Yingyi Liang|Zhihui Lai|Linlin Shen,IEEE Transactions on Industrial Informatics,2025,10.1109/tii.2025.3598471,,0,scopus_export,https://doi.org/10.1109/tii.2025.3598471,false
CAND-143,Integrated Image and Video Analytics: Decentralized Deep Learning for Real-Time Anomaly Detection and Data Collection,J. Sofia Bobby|Shobana D|V.Lavanya|Faten Amin Mousa Al-Naimi|M. Harshini|M. Dinesh,,2025,10.1109/icerect65215.2025.11376026,,1,scopus_export,https://doi.org/10.1109/icerect65215.2025.11376026,false
CAND-144,Computer Vision for Surveillance and Monitoring,Sarvagya Jha,,2025,10.1109/icerect65215.2025.11376098,,0,scopus_export,https://doi.org/10.1109/icerect65215.2025.11376098,false
CAND-145,Video anomaly detection in 10 years: a survey and outlook,Moshira Abdalla|Sajid Javed|Muaz Al Radi|Anwaar Ulhaq|Naoufel Werghi,Neural Computing and Applications,2025,10.1007/s00521-025-11659-8,,39,scopus_export,https://doi.org/10.1007/s00521-025-11659-8,false
CAND-146,OSAD: Open-Set Supervised Anomaly Detection in Surveillance Videos Based on Margin Metric Learning,Nanjun Li|Dexin Wang|Xiushan Nie,IEEE Transactions on Circuits and Systems for Video Technology,2025,10.1109/tcsvt.2025.3614193,,0,scopus_export,https://doi.org/10.1109/tcsvt.2025.3614193,false
CAND-147,"Multi-Dimensional Deep Learning for Unusual Detection in Security Footage: A 3D CNN, LSTM, and Attention-Based Approach",Nadia Ali,Alkadhim journal for computer science.,2025,10.61710/kjcs.v3i3.114,"Automated detection of unusual activities in surveillance videos remains a critical challenge due to the vast volume of footage and the rarity of anomalous events. This study proposes a novel deep learning framework that integrates 3D convolutional neural networks for spatiotemporal feature extraction, Long Short-Term Memory networks for modeling temporal dependencies, and an attention mechanism to focus on salient segments. The primary objective is to achieve highly accurate binary classification of video clips into “usual” and “unusual” categories, while addressing class imbalance and environmental variability. The model is trained and evaluated on three large-scale datasets, UCF‑Crime, XD-Violence, and CCTVFights, which comprise surveillance videos covering real-world anomalies. Experimental results show that the proposed method achieves an overall accuracy of 97.41% on the UCF-Crime dataset, 98.11% on the XD-Violence dataset, and 98.50% on the CCTVFights dataset, in addition to high precision, recall, and F1 scores on the three datasets used in the evaluation process, outperforming existing benchmarks. These findings indicate that combining spatiotemporal modeling and attention-driven context aggregation can significantly enhance anomaly detection performance in complex surveillance scenarios.",0,scopus_export,https://doi.org/10.61710/kjcs.v3i3.114,false
CAND-148,A Review on Crime Detection in Video Sequences (CDVE) Using Machine Learning and Quantum Technologies,N Deepak|Senduru Srinivasulu,,2025,10.1109/i-pact65952.2025.11308005,,0,scopus_export,https://doi.org/10.1109/i-pact65952.2025.11308005,false
CAND-149,StreamVAD: A streaming framework with progressive context integration for multi-temporal scale video anomaly detection,Lijun Han|Gang Liang|Pengcheng Wang|Dingming Liu|Kui Zhao,Neurocomputing,2025,10.1016/j.neucom.2025.131669,,0,scopus_export,https://doi.org/10.1016/j.neucom.2025.131669,false
CAND-150,Multimodal Anomaly Detection for Urban Safety: A Real-World Implementation in Large-Scale Surveillance Systems,Matthew R. Collins|Jiawei Zhang|Samuel D. Fraser|Emily K. Robinson,Research Square,2025,10.21203/rs.3.rs-7862447/v1,,0,scopus_export,https://doi.org/10.21203/rs.3.rs-7862447/v1,false
CAND-151,Zero-Shot Vision-Language Model for Event Detection in Smart Surveillance,Younes Kebour|Smaïl Niar|Nacim Ihaddadene|Abdelghani Bekrar|Hammouda Elbez,,2025,10.1109/cbmi66578.2025.11339305,,0,scopus_export,https://doi.org/10.1109/cbmi66578.2025.11339305,false
CAND-152,HoloTrace: LLM-based Bidirectional Causal Knowledge Graph for Edge-Cloud Video Anomaly Detection,Hanling Wang|Qing Li|Li Chen|Haidong Kang|Fei Ma|Yong Jiang,,2025,10.1145/3746027.3755185,"Video anomaly detection (VAD) is vital for public safety, yet current approaches struggle with limited generalization, low interpretability, and high resource demands. To address these challenges, we propose HoloTrace, an edge-cloud collaborative VAD system that integrates large language models (LLMs) to construct and update a novel bidirectional causal knowledge graph. At the edge, HoloTrace leverages LLM-based cross-modal understanding and employs Hidden Markov Model (HMM) for bidirectional event reasoning, obtaining anomaly boundaries with low computational overhead. On the cloud side, LLMs are leveraged to dynamically update the Bi-CKG graph with key frames sent from the edge, in order to update causal relationships between events. Additionally, we introduce SVAD, a new large-scale VAD dataset comprising 632 real-world surveillance videos across 10 anomaly types and diverse scenes, with manually labeled frame-level annotations. Experimental results demonstrate that HoloTrace not only achieves the highest accuracy but also enhances interpretability and efficiency, paving the way for more generalizable and explainable video anomaly detection systems.",2,scopus_export,https://doi.org/10.1145/3746027.3755185,false
CAND-153,A Longitudinal Case Study on Detecting Emotional Dysregulation in a Child with Autism Spectrum Disorder Using Wearable Sensors,Hamad Al Jassmi|Shamsa Almarzooqi|Soha Galalaldin Ahmed|Abdulrahman Hamed Al Blooshi|Luqman Ali|Fady Alnajjar,,2025,10.1109/inista68122.2025.11249541,,0,scopus_export,https://doi.org/10.1109/inista68122.2025.11249541,false
CAND-154,Knowledge-Guided Textual Reasoning for Explainable Video Anomaly Detection via LLMs,Hari Lee,arXiv (Cornell University),2025,10.48550/arxiv.2511.07429,"We introduce Text-based Explainable Video Anomaly Detection (TbVAD), a language-driven framework for weakly supervised video anomaly detection that performs anomaly detection and explanation entirely within the textual domain. Unlike conventional WSVAD models that rely on explicit visual features, TbVAD represents video semantics through language, enabling interpretable and knowledge-grounded reasoning. The framework operates in three stages: (1) transforming video content into fine-grained captions using a vision-language model, (2) constructing structured knowledge by organizing the captions into four semantic slots (action, object, context, environment), and (3) generating slot-wise explanations that reveal which semantic factors contribute most to the anomaly decision. We evaluate TbVAD on two public benchmarks, UCF-Crime and XD-Violence, demonstrating that textual knowledge reasoning provides interpretable and reliable anomaly detection for real-world surveillance scenarios.",0,scopus_export,https://doi.org/10.48550/arxiv.2511.07429,false
CAND-155,"High-Frequency, real-time parcel-level agricultural monitoring Framework: Integrating Tower-Based cameras and artificial intelligence",Xingli Qin|Bingfang Wu|Miao Zhang|Fangming Wu|Mengxiao Li|Hongwei Zeng|Fuyou Tian,Computers and Electronics in Agriculture,2025,10.1016/j.compag.2025.111153,,7,scopus_export,https://doi.org/10.1016/j.compag.2025.111153,false
CAND-156,MSTM: Masked Spatio-Temporal Modeling for Video Anomaly Detection,Zitang Zhou|Wei Liu|Fan Duo|Yuanyuan Qiao,,2025,10.1109/ic-nidc67200.2025.11390474,,0,scopus_export,https://doi.org/10.1109/ic-nidc67200.2025.11390474,false
CAND-157,Development of game theoretic hypergraph based autoencoder scheme for multiple objects tracking and anomaly detection for surveillance videos,Palanivel Srinivasan|Karthik Mohan|Manivannan Doraipandian|Kannan Krithivasan|Rengarajan Amirtharajan,Scientific Reports,2025,10.1038/s41598-025-24114-4,"Anomaly detection in surveillance footage is crucial for ensuring protection and safety standards, as it enables the timely identification of unusual or suspicious activities. Recent literature has shown the emergence of graph and hypergraph (HG)-based matching algorithms for object tracking in video frames, facilitating anomaly detection. While these techniques incorporate sampling methods to enhance pace, the task of balancing accuracy and efficiency remains unresolved, particularly when detecting anomalies during simultaneous object tracking. This paper addresses this gap by proposing a unified framework that integrates Game-Theoretic Hypergraph Matching (GTHG) with a Convolutional Autoencoder (CAE). Unlike existing methods that treat tracking and detection separately, the proposed approach combines structural consistency and appearance reconstruction to improve both detection accuracy and computational performance. The proposed method has been tested with a chain of benchmarked films and video clips, and a detailed account of matching between successive frames has been provided. Evaluation metrics, including the Regularity Score, Receiver Operating Characteristics (ROC), and Area Under the Curve (AUC), assess the accuracy of anomaly detection across multiple datasets. Our method achieves an area under the curve (AUC) of 88.7%, 91.2%, and 86.6% on the UCSD Ped1, UCSD Ped2, and CUHK Avenue Datasets, respectively, surpassing the performance of many existing models.",0,scopus_export,https://doi.org/10.1038/s41598-025-24114-4,false
CAND-158,Sparse Reasoning is Enough: Biological-Inspired Framework for Video Anomaly Detection with Large Pre-trained Models,He Huang|Zixuan Hu|Dongxiao Li|Xiao Yao|Ling‐Yu Duan,arXiv (Cornell University),2025,10.48550/arxiv.2511.17094,"Video anomaly detection (VAD) plays a vital role in real-world applications such as security surveillance, autonomous driving, and industrial monitoring. Recent advances in large pre-trained models have opened new opportunities for training-free VAD by leveraging rich prior knowledge and general reasoning capabilities. However, existing studies typically rely on dense frame-level inference, incurring high computational costs and latency. This raises a fundamental question: Is dense reasoning truly necessary when using powerful pre-trained models in VAD systems? To answer this, we propose ReCoVAD, a novel framework inspired by the dual reflex and conscious pathways of the human nervous system, enabling selective frame processing to reduce redundant computation. ReCoVAD consists of two core pathways: (i) a Reflex pathway that uses a lightweight CLIP-based module to fuse visual features with prototype prompts and produce decision vectors, which query a dynamic memory of past frames and anomaly scores for fast response; and (ii) a Conscious pathway that employs a medium-scale vision-language model to generate textual event descriptions and refined anomaly scores for novel frames. It continuously updates the memory and prototype prompts, while an integrated large language model periodically reviews accumulated descriptions to identify unseen anomalies, correct errors, and refine prototypes. Extensive experiments show that ReCoVAD achieves state-of-the-art training-free performance while processing only 28.55\% and 16.04\% of the frames used by previous methods on the UCF-Crime and XD-Violence datasets, demonstrating that sparse reasoning is sufficient for effective large-model-based VAD.",0,scopus_export,https://doi.org/10.48550/arxiv.2511.17094,false
CAND-159,CLIP-Based Adaptive Semantic Alignment for Efficient Weakly Supervised Video Anomaly Detection,Yaqi Kang|Liujie Hua|Jinzhou Fu|Lin Yu|Xiyu Tan,,2025,10.1109/iccbdai66607.2025.11388561,,1,scopus_export,https://doi.org/10.1109/iccbdai66607.2025.11388561,false
CAND-160,SAFER-VLM: A Vision-Language and LLM Based Framework for Intelligent Warehouse Surveillance,Abhishek Mitra|Gaurang Chalurvedi|Soumen Biswas|Ananth Ganesh,,2025,10.1109/aisp68263.2025.11396276,,0,scopus_export,https://doi.org/10.1109/aisp68263.2025.11396276,false
CAND-161,Enhancing Trustworthiness in VAD with Rule-Based VLM-LLM Explanations,Mohamed Ibn Khedher|Faouzi Adjed|Joseph Kattan,Proceedings of the AAAI Symposium Series,2025,10.1609/aaaiss.v7i1.36886,"Video Anomaly Detection is a critical task for identifying unusual events in video streams, with applications ranging from public safety surveillance to industrial monitoring. Traditional VAD methods, often based on reconstruction or prediction errors, excel at detecting deviations but typically lack semantic understanding, failing to explain why an event is anomalous. The recent advent of Vision-Language Models and Large Language Models has introduced a new paradigm, enabling systems to interpret and reason about video content in natural language. However, existing VLM/LLM-based approaches often focus either on rich, open-ended description or on structured, rule-based reasoning, but rarely both. In this paper, we address this gap by proposing a novel hybrid framework that synergizes the strengths of descriptive and deductive models. Our approach first leverages a powerful VLM to generate detailed, contextual scene descriptions. These descriptions are then fed into a rule-driven LLM, which uses a pre-induced set of contextual rules to make a final anomaly judgment and provide a human-readable explanation grounded in the specific rule that was violated. We validate our approach on the large-scale UCF-Crime dataset and conduct an analysis of key hyperparameters, including the VLM's input prompt and the number of frames used for description. Our results demonstrate the effectiveness of the proposed architecture and offer insights into building more interpretable, reliable, and context-aware VAD systems.",0,scopus_export,https://doi.org/10.1609/aaaiss.v7i1.36886,false
CAND-162,Multimodal Video Analysis for Crowd Anomaly Detection Using Open Access Tourism Cameras,"Dionis-Ros, Alejandro|Serrano-López, Antonio José|Vila  Frances, Joan",Zenodo (CERN European Organization for Nuclear Research),2025,10.5281/zenodo.17714267,"Dataset Description This repository contains a dataset of object detection and instance segmentation events recorded over a 34-day period, from September 19, 2023 to October 23, 2023. The dataset comprises 50,384 individual records, capturing temporal, spatial, and classification data for objects identified in a open access video broadcast from the town of Morella, Spain. Dataset Structure The repository contains a single file, detections.csv. detections.csv serves as the primary dataset file. It encapsulates granular detection events, where each record includes the temporal timestamp, categorical class ID, model confidence metric, and spatial geometry. Comprehensive details regarding these columns are provided in the section below. Dataset Codebook The detections.csv file contains 8 columns. Column Name Data Type Description time String Timestamp of the detection in YYYY-MM-DD HH:MM:SSformat. class_id Integer Integer representing the object category based on the COCO dataset. Detected classes include: Class 0 (person), Class 1 (bicycle), Class 2 (car), Class 3 (motorcycle), Class 5 (bus), and Class 7 (truck). confidence Float Model certainty score (0.0 - 1.0). xmin Float X-coordinate of the bounding box's top-left corner (pixels). ymin Float Y-coordinate of the bounding box's top-left corner (pixels). xmax Float X-coordinate of the bounding box's bottom-right corner (pixels). ymax Float Y-coordinate of the bounding box's bottom-right corner (pixels). segment_mask String Contains a stringified list of [x, y] pixel coordinates that form a closed polygon around the detected object.",0,scopus_export,https://doi.org/10.5281/zenodo.17714267,false
